G,zS0,zS1,zS2,zS3,zS4,zS5,zS6,zS7,zS8,zS9,zS10,zS11
28700,-0.295129,,,,,,,,,,,
28750,-0.339407,,,,,,,,,,,
28800,-0.424475,,,,,,,,,,,
28850,-0.467597,,,,,,,,,,,
28900,-0.446617,,,,,,,,,,,
28950,-0.544541,,,,,,,,,,,
29000,-0.604029,,,,,,,,,,,
29050,-0.592156,,,,,,,,,,,
29100,-0.591871,,,,,,,,,,,
29150,-0.565681,,,,,,,,,,,
29200,-0.672758,,,,,,,,,,,
29250,-0.725308,,,,,,,,,,,
29300,-0.717104,,,,,,,,,,,
29350,-0.737995,,,,,,,,,,,
29400,-0.792502,,,,,,,,,,,
29450,-0.856471,,,,,,,,,,,
29500,-0.82134,,,,,,,,,,,
29550,-0.742639,,,,,,,,,,,
29600,-0.752994,,,,,,,,,,,
29650,-0.786645,,,,,,,,,,,
29700,-0.661915,,,,,,,,,,,
29750,-0.546355,,,,,,,,,,,
29800,-0.573621,,,,,,,,,,,
29850,-0.552629,,,,,,,,,,,
29900,-0.469226,,,,,,,,,,,
29950,-0.433831,,,,,,,,,,,
30000,-0.38627,,,,,,,,,,,
30050,-0.472384,,,,,,,,,,,
30100,-0.520102,,,,,,,,,,,
30150,-0.475939,,,,,,,,,,,
30200,-0.550558,,,,,,,,,,,
30250,-0.48484,,,,,,,,,,,
30300,-0.368703,,,,,,,,,,,
30350,-0.391317,,,,,,,,,,,
30400,-0.33821,,,,,,,,,,,
30450,-0.301888,,,,,,,,,,,
30500,-0.187544,,,,,,,,,,,
30550,-0.162621,,,,,,,,,,,
30600,-0.225519,,,,,,,,,,,
30650,-0.126405,,,,,,,,,,,
30700,-0.123786,,,,,,,,,,,
30750,-0.00431016,,,,,,,,,,,
30800,-0.0412296,,,,,,,,,,,
30850,-0.112195,,,,,,,,,,,
30900,-0.0384105,,,,,,,,,,,
30950,-0.0513094,,,,,,,,,,,
31000,-0.0912596,,,,,,,,,,,
31050,-0.167635,,,,,,,,,,,
31100,-0.113948,,,,,,,,,,,
31150,-0.299399,,,,,,,,,,,
31200,-0.22432,,,,,,,,,,,
31250,-0.174676,,,,,,,,,,,
31300,-0.270796,,,,,,,,,,,
31350,-0.28665,,,,,,,,,,,
31400,-0.228477,,,,,,,,,,,
31450,-0.31226,,,,,,,,,,,
31500,-0.283979,,,,,,,,,,,
31550,-0.165708,,,,,,,,,,,
31600,-0.0756281,,,,,,,,,,,
31650,-0.172339,,,,,,,,,,,
31700,-0.198096,,,,,,,,,,,
31750,-0.274942,,,,,,,,,,,
31800,-0.15986,,,,,,,,,,,
31850,-0.159166,,,,,,,,,,,
31900,-0.209872,,,,,,,,,,,
31950,-0.20621,,,,,,,,,,,
32000,-0.24635,,,,,,,,,,,
32050,-0.224944,,,,,,,,,,,
32100,-0.275356,,,,,,,,,,,
32150,-0.237226,,,,,,,,,,,
32200,-0.192026,,,,,,,,,,,
32250,-0.161086,,,,,,,,,,,
32300,-0.130025,,,,,,,,,,,
32350,-0.0680016,,,,,,,,,,,
32400,-0.00592084,,,,,,,,,,,
32450,0.0510381,,,,,,,,,,,
32500,0.0153077,,,,,,,,,,,
32550,-0.165576,,,,,,,,,,,
32600,-0.235663,,,,,,,,,,,
32650,-0.328015,,,,,,,,,,,
32700,-0.440617,,,,,,,,,,,
32750,-0.507591,,,,,,,,,,,
32800,-0.456383,,,,,,,,,,,
32850,-0.433888,,,,,,,,,,,
32900,-0.460455,,,,,,,,,,,
32950,-0.453296,,,,,,,,,,,
33000,-0.459898,,,,,,,,,,,
33050,-0.386225,,,,,,,,,,,
33100,-0.394464,,,,,,,,,,,
33150,-0.422324,,,,,,,,,,,
33200,-0.436016,,,,,,,,,,,
33250,-0.507704,,,,,,,,,,,
33300,-0.495906,,,,,,,,,,,
33350,-0.536639,,,,,,,,,,,
33400,-0.521688,,,,,,,,,,,
33450,-0.562536,,,,,,,,,,,
33500,-0.695598,,,,,,,,,,,
33550,-0.737673,,,,,,,,,,,
33600,-0.778415,,,,,,,,,,,
33650,-0.701668,,,,,,,,,,,
33700,-0.767466,,,,,,,,,,,
33750,-0.733298,,,,,,,,,,,
33800,-0.793326,,,,,,,,,,,
33850,-0.810205,,,,,,,,,,,
33900,-0.930604,,,,,,,,,,,
33950,-0.867102,,,,,,,,,,,
34000,-1.00509,,,,,,,,,,,
34050,-0.925916,,,,,,,,,,,
34100,-0.844558,,,,,,,,,,,
34150,-0.84039,,,,,,,,,,,
34200,-0.718089,,,,,,,,,,,
34250,-0.667262,,,,,,,,,,,
34300,-0.636567,,,,,,,,,,,
34350,-0.68257,,,,,,,,,,,
34400,-0.662909,,,,,,,,,,,
34450,-0.628833,,,,,,,,,,,
34500,-0.582126,,,,,,,,,,,
34550,-0.668018,,,,,,,,,,,
34600,-0.720623,,,,,,,,,,,
34650,-0.718705,,,,,,,,,,,
34700,-0.708843,,,,,,,,,,,
34750,-0.627535,,,,,,,,,,,
