G,zS0,zS1,zS2,zS3,zS4,zS5,zS6,zS7,zS8,zS9,zS10,zS11
24750,1.09448,,,,,,,,,,,
24800,1.08231,,,,,,,,,,,
24850,1.01224,,,,,,,,,,,
24900,0.980296,,,,,,,,,,,
24950,1.02009,,,,,,,,,,,
25000,1.03643,,,,,,,,,,,
25050,0.976866,,,,,,,,,,,
25100,0.961493,,,,,,,,,,,
25150,0.97529,,,,,,,,,,,
25200,0.987604,,,,,,,,,,,
25250,1.02045,,,,,,,,,,,
25300,1.04971,,,,,,,,,,,
25350,0.94062,,,,,,,,,,,
25400,0.848969,,,,,,,,,,,
25450,0.835565,,,,,,,,,,,
25500,0.803393,,,,,,,,,,,
25550,0.883921,,,,,,,,,,,
25600,0.819568,,,,,,,,,,,
25650,0.879819,,,,,,,,,,,
25700,0.845795,,,,,,,,,,,
25750,0.836353,,,,,,,,,,,
25800,0.776312,,,,,,,,,,,
25850,0.778193,,,,,,,,,,,
25900,0.894849,,,,,,,,,,,
25950,0.802767,,,,,,,,,,,
26000,0.759942,,,,,,,,,,,
26050,0.901619,,,,,,,,,,,
26100,0.91627,,,,,,,,,,,
26150,1.02447,,,,,,,,,,,
26200,1.06331,,,,,,,,,,,
26250,1.00261,,,,,,,,,,,
26300,1.05421,,,,,,,,,,,
26350,1.10202,,,,,,,,,,,
26400,1.08973,,,,,,,,,,,
26450,1.17304,,,,,,,,,,,
26500,1.18308,,,,,,,,,,,
26550,1.18369,,,,,,,,,,,
26600,1.15827,,,,,,,,,,,
26650,1.17269,,,,,,,,,,,
26700,1.3275,,,,,,,,,,,
26750,1.40091,,,,,,,,,,,
26800,1.47156,,,,,,,,,,,
26850,1.49836,,,,,,,,,,,
26900,1.45871,,,,,,,,,,,
26950,1.41788,,,,,,,,,,,
27000,1.45484,,,,,,,,,,,
27050,1.50524,,,,,,,,,,,
27100,1.59414,,,,,,,,,,,
27150,1.54404,,,,,,,,,,,
27200,1.4681,,,,,,,,,,,
27250,1.59183,,,,,,,,,,,
27300,1.57419,,,,,,,,,,,
27350,1.63344,,,,,,,,,,,
27400,1.54731,,,,,,,,,,,
27450,1.55096,,,,,,,,,,,
27500,1.52129,,,,,,,,,,,
27550,1.49901,,,,,,,,,,,
27600,1.48687,,,,,,,,,,,
27650,1.35041,,,,,,,,,,,
27700,1.30059,,,,,,,,,,,
27750,1.23868,,,,,,,,,,,
27800,1.25577,,,,,,,,,,,
27850,1.28136,,,,,,,,,,,
27900,1.27093,,,,,,,,,,,
27950,1.33182,,,,,,,,,,,
28000,1.42088,,,,,,,,,,,
28050,1.41158,,,,,,,,,,,
28100,1.43161,,,,,,,,,,,
28150,1.60956,,,,,,,,,,,
28200,1.39831,,,,,,,,,,,
28250,1.36858,,,,,,,,,,,
28300,1.36859,,,,,,,,,,,
28350,1.39561,,,,,,,,,,,
28400,1.39092,,,,,,,,,,,
28450,1.21584,,,,,,,,,,,
28500,1.08191,,,,,,,,,,,
28550,1.12423,,,,,,,,,,,
28600,1.24148,,,,,,,,,,,
28650,1.36659,,,,,,,,,,,
28700,1.28535,,,,,,,,,,,
28750,1.33429,,,,,,,,,,,
28800,1.3691,,,,,,,,,,,
28850,1.37735,,,,,,,,,,,
28900,1.41865,,,,,,,,,,,
28950,1.47686,,,,,,,,,,,
29000,1.38923,,,,,,,,,,,
29050,1.3512,,,,,,,,,,,
29100,1.39757,,,,,,,,,,,
29150,1.4137,,,,,,,,,,,
29200,1.34711,,,,,,,,,,,
29250,1.35753,,,,,,,,,,,
29300,1.34944,,,,,,,,,,,
29350,1.31485,,,,,,,,,,,
29400,1.30619,,,,,,,,,,,
29450,1.18604,,,,,,,,,,,
29500,1.23247,,,,,,,,,,,
29550,1.2322,,,,,,,,,,,
29600,1.23272,,,,,,,,,,,
29650,1.21972,,,,,,,,,,,
29700,1.18845,,,,,,,,,,,
29750,1.19422,,,,,,,,,,,
29800,1.16115,,,,,,,,,,,
29850,1.19893,,,,,,,,,,,
29900,1.21107,,,,,,,,,,,
29950,1.17622,,,,,,,,,,,
30000,1.24681,,,,,,,,,,,
30050,1.27349,,,,,,,,,,,
30100,1.23852,,,,,,,,,,,
30150,1.10896,,,,,,,,,,,
30200,1.03996,,,,,,,,,,,
30250,1.13113,,,,,,,,,,,
30300,1.15061,,,,,,,,,,,
30350,1.13454,,,,,,,,,,,
30400,1.06834,,,,,,,,,,,
30450,1.14899,,,,,,,,,,,
30500,1.19012,,,,,,,,,,,
30550,1.23569,,,,,,,,,,,
30600,1.16947,,,,,,,,,,,
30650,1.27448,,,,,,,,,,,
30700,1.17132,,,,,,,,,,,
30750,1.20539,,,,,,,,,,,
30800,1.2467,,,,,,,,,,,
30850,1.19481,,,,,,,,,,,
30900,1.21678,,,,,,,,,,,
30950,1.16032,,,,,,,,,,,
31000,1.16386,,,,,,,,,,,
31050,1.19197,,,,,,,,,,,
31100,1.16313,,,,,,,,,,,
31150,1.10119,,,,,,,,,,,
31200,1.24569,,,,,,,,,,,
31250,1.30662,,,,,,,,,,,
31300,1.27783,,,,,,,,,,,
31350,1.23803,,,,,,,,,,,
31400,1.26461,,,,,,,,,,,
31450,1.32031,,,,,,,,,,,
31500,1.20964,,,,,,,,,,,
31550,1.37298,,,,,,,,,,,
31600,1.28988,,,,,,,,,,,
31650,1.35841,,,,,,,,,,,
