G,zS0,zS1,zS2,zS3,zS4,zS5,zS6,zS7,zS8,zS9,zS10,zS11
28150,-1.65264,,,,,,,,,,,
28200,-1.64529,,,,,,,,,,,
28250,-1.6173,,,,,,,,,,,
28300,-1.68357,,,,,,,,,,,
28350,-1.55315,,,,,,,,,,,
28400,-1.49229,,,,,,,,,,,
28450,-1.51231,,,,,,,,,,,
28500,-1.43313,,,,,,,,,,,
28550,-1.51393,,,,,,,,,,,
28600,-1.52356,,,,,,,,,,,
28650,-1.48148,,,,,,,,,,,
28700,-1.45935,,,,,,,,,,,
28750,-1.58226,,,,,,,,,,,
28800,-1.60831,,,,,,,,,,,
28850,-1.72657,,,,,,,,,,,
28900,-1.69485,,,,,,,,,,,
28950,-1.78759,,,,,,,,,,,
29000,-1.81805,,,,,,,,,,,
29050,-1.8345,,,,,,,,,,,
29100,-1.74482,,,,,,,,,,,
29150,-1.68876,,,,,,,,,,,
29200,-1.71389,,,,,,,,,,,
29250,-1.7819,,,,,,,,,,,
29300,-1.89813,,,,,,,,,,,
29350,-1.99115,,,,,,,,,,,
29400,-1.90269,,,,,,,,,,,
29450,-1.92619,,,,,,,,,,,
29500,-1.97482,,,,,,,,,,,
29550,-1.9442,,,,,,,,,,,
29600,-2.04232,,,,,,,,,,,
29650,-1.98359,,,,,,,,,,,
29700,-2.07879,,,,,,,,,,,
29750,-2.06177,,,,,,,,,,,
29800,-2.02326,,,,,,,,,,,
29850,-2.03499,,,,,,,,,,,
29900,-1.94811,,,,,,,,,,,
29950,-1.90246,,,,,,,,,,,
30000,-1.85272,,,,,,,,,,,
30050,-1.92871,,,,,,,,,,,
30100,-1.90377,,,,,,,,,,,
30150,-2.00403,,,,,,,,,,,
30200,-2.01013,,,,,,,,,,,
30250,-2.03094,,,,,,,,,,,
30300,-1.95362,,,,,,,,,,,
30350,-1.81648,,,,,,,,,,,
30400,-1.90966,,,,,,,,,,,
30450,-1.89534,,,,,,,,,,,
30500,-1.84353,,,,,,,,,,,
30550,-1.786,,,,,,,,,,,
30600,-1.79633,,,,,,,,,,,
30650,-1.74163,,,,,,,,,,,
30700,-1.62993,,,,,,,,,,,
30750,-1.59464,,,,,,,,,,,
30800,-1.55912,,,,,,,,,,,
30850,-1.48718,,,,,,,,,,,
30900,-1.57016,,,,,,,,,,,
30950,-1.58057,,,,,,,,,,,
31000,-1.50641,,,,,,,,,,,
31050,-1.61575,,,,,,,,,,,
31100,-1.64116,,,,,,,,,,,
31150,-1.53652,,,,,,,,,,,
31200,-1.41742,,,,,,,,,,,
31250,-1.39156,,,,,,,,,,,
31300,-1.37962,,,,,,,,,,,
31350,-1.34294,,,,,,,,,,,
31400,-1.36401,,,,,,,,,,,
31450,-1.33784,,,,,,,,,,,
31500,-1.32456,,,,,,,,,,,
31550,-1.3088,,,,,,,,,,,
31600,-1.25184,,,,,,,,,,,
31650,-1.35493,,,,,,,,,,,
31700,-1.38047,,,,,,,,,,,
31750,-1.41286,,,,,,,,,,,
31800,-1.53765,,,,,,,,,,,
31850,-1.49165,,,,,,,,,,,
31900,-1.48418,,,,,,,,,,,
31950,-1.54092,,,,,,,,,,,
32000,-1.67775,,,,,,,,,,,
32050,-1.54749,,,,,,,,,,,
32100,-1.62664,,,,,,,,,,,
32150,-1.58327,,,,,,,,,,,
32200,-1.57602,,,,,,,,,,,
32250,-1.6017,,,,,,,,,,,
32300,-1.58626,,,,,,,,,,,
32350,-1.6664,,,,,,,,,,,
32400,-1.60251,,,,,,,,,,,
32450,-1.71835,,,,,,,,,,,
32500,-1.61394,,,,,,,,,,,
32550,-1.7135,,,,,,,,,,,
32600,-1.6726,,,,,,,,,,,
